Title,Company,Location,Link,Job Type,Salary/Stipend,Keyword
Lead Assistant Manager,EXL,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/lead-assistant-manager-at-exl-4304167134?position=7&pageNum=30&refId=SEv5HeQncXtPIDdSe7G1dQ%3D%3D&trackingId=t9YMGTgBwwjnoX%2BMFkXAxw%3D%3D,Full-time,Not disclosed,Data Analyst
Senior Data Analyst [Media Domain],Nielsen,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-analyst-media-domain-at-nielsen-4313053322?position=8&pageNum=30&refId=SEv5HeQncXtPIDdSe7G1dQ%3D%3D&trackingId=Mzt5R8BfaP68OnfgGAm14A%3D%3D,Full-time,Not disclosed,Data Analyst
Analyst,Merck Group,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/analyst-at-merck-group-4316395860?position=9&pageNum=30&refId=SEv5HeQncXtPIDdSe7G1dQ%3D%3D&trackingId=o8c5o4uDsm8EeAG819Z4vg%3D%3D,Full-time,Not disclosed,Data Analyst
Assistant Manager,EXL,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/assistant-manager-at-exl-4313628920?position=10&pageNum=30&refId=SEv5HeQncXtPIDdSe7G1dQ%3D%3D&trackingId=xv5O3clagVhR7oCDvtMx9g%3D%3D,Full-time,Not disclosed,Data Analyst
Associate,UnitedLex,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/associate-at-unitedlex-4304695624?position=1&pageNum=32&refId=QXDm15AbpIuzF7QLZdJVqQ%3D%3D&trackingId=XxTl5dMjXR5p2gZNj2QlVg%3D%3D,Full-time,Not disclosed,Data Analyst
Lead Assistant Manager,EXL,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/lead-assistant-manager-at-exl-4304149968?position=2&pageNum=32&refId=QXDm15AbpIuzF7QLZdJVqQ%3D%3D&trackingId=v%2FejQchs%2F1w6vh0AZo7bDA%3D%3D,Full-time,Not disclosed,Data Analyst
Quantitative Researcher,Graviton Research Capital LLP,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/quantitative-researcher-at-graviton-research-capital-llp-4114126929?position=3&pageNum=32&refId=QXDm15AbpIuzF7QLZdJVqQ%3D%3D&trackingId=WNh%2FhyapNztuHzcF0lOBWA%3D%3D,Full-time,Not disclosed,Data Analyst
Operations Analyst - Data & Presentation - Officer,Citi,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/operations-analyst-data-presentation-officer-at-citi-4308117048?position=4&pageNum=32&refId=QXDm15AbpIuzF7QLZdJVqQ%3D%3D&trackingId=juamIKBXtT3NvEq1UCYfTw%3D%3D,Full-time,Not disclosed,Data Analyst
Data/Information Mgt Analyst - GURUGRAM,Citi,"Haryana, India",https://in.linkedin.com/jobs/view/data-information-mgt-analyst-gurugram-at-citi-4314513187?position=5&pageNum=32&refId=QXDm15AbpIuzF7QLZdJVqQ%3D%3D&trackingId=Wpq4DByJ1sNXIWedmMbh5Q%3D%3D,Full-time,Not disclosed,Data Analyst
Data Engineer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-infosys-4316683212?position=6&pageNum=32&refId=QXDm15AbpIuzF7QLZdJVqQ%3D%3D&trackingId=yHUCNR4MkFS5AUVnxjwp3g%3D%3D,Full-time,Not disclosed,Data Analyst
Freelance Data Engineer,upGrad,India,https://in.linkedin.com/jobs/view/freelance-data-engineer-at-upgrad-4314737014?position=7&pageNum=32&refId=QXDm15AbpIuzF7QLZdJVqQ%3D%3D&trackingId=tF5bF5PxpyzS%2BqXtoTU8AA%3D%3D,Full-time,Not disclosed,Data Analyst
Assistant Vice President - MIS,Anand Rathi Share and Stock Brokers Ltd,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/assistant-vice-president-mis-at-anand-rathi-share-and-stock-brokers-ltd-4250321063?position=8&pageNum=32&refId=QXDm15AbpIuzF7QLZdJVqQ%3D%3D&trackingId=Rc9tDPM%2FZJCNzIadrsKG4w%3D%3D,Full-time,Not disclosed,Data Analyst
Senior Data Analyst,IBM,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-analyst-at-ibm-4291779303?position=9&pageNum=32&refId=QXDm15AbpIuzF7QLZdJVqQ%3D%3D&trackingId=e3EPDeloBh5imq6K6mMXgQ%3D%3D,Full-time,Not disclosed,Data Analyst
Analyst/Data Analyst - Val Rsch,eClerx,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/analyst-data-analyst-val-rsch-at-eclerx-4305579403?position=10&pageNum=32&refId=QXDm15AbpIuzF7QLZdJVqQ%3D%3D&trackingId=KtO6VeK1fWkyJI%2BnO1jilw%3D%3D,Full-time,Not disclosed,Data Analyst
Control Tower Analyst [T500-20528],Talent500,"Delhi, India",https://in.linkedin.com/jobs/view/control-tower-analyst-t500-20528-at-talent500-4315666862?position=1&pageNum=35&refId=uW%2BOsVAFSuUo1jfd%2BFcrkQ%3D%3D&trackingId=IV%2FuD3IaALozIZ8udRUZBw%3D%3D,Full-time,Not disclosed,Data Analyst
Data & AI - Senior Analyst,Benori,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-ai-senior-analyst-at-benori-4315098777?position=2&pageNum=35&refId=uW%2BOsVAFSuUo1jfd%2BFcrkQ%3D%3D&trackingId=vTqb2AUM0oKWJjaMyq4b7g%3D%3D,Full-time,Not disclosed,Data Analyst
Lead Assistant Manager,EXL,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/lead-assistant-manager-at-exl-4304166119?position=3&pageNum=35&refId=uW%2BOsVAFSuUo1jfd%2BFcrkQ%3D%3D&trackingId=nVmj5pvSpXTAvtpAsJH3TA%3D%3D,Full-time,Not disclosed,Data Analyst
Sr. PowerBI Analyst,ProArch,India,https://in.linkedin.com/jobs/view/sr-powerbi-analyst-at-proarch-4318231193?position=4&pageNum=35&refId=uW%2BOsVAFSuUo1jfd%2BFcrkQ%3D%3D&trackingId=B404dLG3hLW9lnUwP5AeQQ%3D%3D,Contract,Not disclosed,Data Analyst
Data Engineer,Concentrix,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-concentrix-4317574459?position=5&pageNum=35&refId=uW%2BOsVAFSuUo1jfd%2BFcrkQ%3D%3D&trackingId=4W%2FB22oxLmiEgi5h3dNYdg%3D%3D,Full-time,Not disclosed,Data Analyst
Research Analyst - 45426,Turing,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4318139301?position=6&pageNum=35&refId=uW%2BOsVAFSuUo1jfd%2BFcrkQ%3D%3D&trackingId=AOLHwoyRv7Yxmu%2FLkR0Odg%3D%3D,Contract,Not disclosed,Data Analyst
Intermediate - Data and Business Intelligence,UPS,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/intermediate-data-and-business-intelligence-at-ups-4248973266?position=7&pageNum=35&refId=uW%2BOsVAFSuUo1jfd%2BFcrkQ%3D%3D&trackingId=EZX7FNqWZQNjXlSp35Uw8g%3D%3D,Full-time,Not disclosed,Data Analyst
Business Intelligence & Insights Lead,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/business-intelligence-insights-lead-at-nxtwave-4313826749?position=8&pageNum=35&refId=uW%2BOsVAFSuUo1jfd%2BFcrkQ%3D%3D&trackingId=C3QvCsvkzV%2B0s3RK0qha1Q%3D%3D,Full-time,Not disclosed,Data Analyst
Data Modeler,VOIS,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-modeler-at-vois-4314126009?position=9&pageNum=35&refId=uW%2BOsVAFSuUo1jfd%2BFcrkQ%3D%3D&trackingId=YHhe6Tb3472qxzkh4hGAfg%3D%3D,Full-time,Not disclosed,Data Analyst
Associate Data Scientist - Enterprise & Reporting,Circle K,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/associate-data-scientist-enterprise-reporting-at-circle-k-4316141533?position=10&pageNum=35&refId=uW%2BOsVAFSuUo1jfd%2BFcrkQ%3D%3D&trackingId=3Y13NqzXn7%2F975s3YhzWDw%3D%3D,Full-time,Not disclosed,Data Analyst
"Technical Solutions Engineer, Data Analytics",Google,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/technical-solutions-engineer-data-analytics-at-google-4313102341?position=1&pageNum=37&refId=gjXkdvruyd6W%2BogBUV4zkg%3D%3D&trackingId=KM1hKcS90%2B5ICyO4xn1JrA%3D%3D,Full-time,Not disclosed,Data Analyst
Senior Data Analyst,Capco,India,https://in.linkedin.com/jobs/view/senior-data-analyst-at-capco-4285381454?position=2&pageNum=37&refId=gjXkdvruyd6W%2BogBUV4zkg%3D%3D&trackingId=KHXkDLJ1zenzXXcVA4YveQ%3D%3D,Full-time,Not disclosed,Data Analyst
Analyst,eClerx,"Chandigarh, Chandigarh, India",https://in.linkedin.com/jobs/view/analyst-at-eclerx-4306241243?position=3&pageNum=37&refId=gjXkdvruyd6W%2BogBUV4zkg%3D%3D&trackingId=ieRMQMcAwarlBdfr0kawiA%3D%3D,Full-time,Not disclosed,Data Analyst
Executives,EXL,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/executives-at-exl-4313641397?position=4&pageNum=37&refId=gjXkdvruyd6W%2BogBUV4zkg%3D%3D&trackingId=AxJ5lUjcJNDJfe5clyVKtQ%3D%3D,Full-time,Not disclosed,Data Analyst
Data Science Analyst,Rockwell Automation,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-science-analyst-at-rockwell-automation-4304148397?position=5&pageNum=37&refId=gjXkdvruyd6W%2BogBUV4zkg%3D%3D&trackingId=%2FJMQY36Ls%2B%2B2WLDTcO9D8w%3D%3D,Full-time,Not disclosed,Data Analyst
Applied Sciences IC2,Microsoft,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/applied-sciences-ic2-at-microsoft-4316335243?position=6&pageNum=37&refId=gjXkdvruyd6W%2BogBUV4zkg%3D%3D&trackingId=xU3Sk%2FC8k97aC3zDu2Ie6Q%3D%3D,Full-time,Not disclosed,Data Analyst
Research Analyst - 45426,Turing,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4318127982?position=7&pageNum=37&refId=gjXkdvruyd6W%2BogBUV4zkg%3D%3D&trackingId=Gj%2FqpMh7PQklY%2Fm0sSEQTg%3D%3D,Contract,Not disclosed,Data Analyst
Business Systems Analyst,Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-systems-analyst-at-google-4306634607?position=8&pageNum=37&refId=gjXkdvruyd6W%2BogBUV4zkg%3D%3D&trackingId=WkM9W3j1hX6jk2t4ijzhzQ%3D%3D,Full-time,Not disclosed,Data Analyst
Associate- MIS & Central Operations,Moove,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/associate-mis-central-operations-at-moove-4304524807?position=9&pageNum=37&refId=gjXkdvruyd6W%2BogBUV4zkg%3D%3D&trackingId=ddRI0KQQFwmbCjMUA8rLsQ%3D%3D,Full-time,Not disclosed,Data Analyst
Research Analyst - 45426,Turing,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4318143317?position=10&pageNum=37&refId=gjXkdvruyd6W%2BogBUV4zkg%3D%3D&trackingId=DOPpUfJUJ89E659uFAWvhQ%3D%3D,Contract,Not disclosed,Data Analyst
Research Analyst - 45426,Turing,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4318145279?position=1&pageNum=40&refId=NUYMsbgaPjMvrr2CmKuMlQ%3D%3D&trackingId=LeOVbaYKoB%2B8UQa2FPsJuQ%3D%3D,Contract,Not disclosed,Data Analyst
Research Analyst - 45426,Turing,India,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4318132658?position=2&pageNum=40&refId=NUYMsbgaPjMvrr2CmKuMlQ%3D%3D&trackingId=p9dVWkoOuAhUAupnZ1aEdQ%3D%3D,Contract,Not disclosed,Data Analyst
Accounting Data Analyst – SQL & Business Intelligence (Telecom Domain),Best Infosystems Ltd.,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/accounting-data-analyst-%E2%80%93-sql-business-intelligence-telecom-domain-at-best-infosystems-ltd-4275965134?position=3&pageNum=40&refId=NUYMsbgaPjMvrr2CmKuMlQ%3D%3D&trackingId=BILiNFLK7uYJ1g0mIl%2FFTg%3D%3D,Full-time,Not disclosed,Data Analyst
Senior Executive- Business Analytics,Nua,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-executive-business-analytics-at-nua-4315479884?position=4&pageNum=40&refId=NUYMsbgaPjMvrr2CmKuMlQ%3D%3D&trackingId=qxjwxWKx6%2Fvt2rc1gPUsRw%3D%3D,Full-time,Not disclosed,Data Analyst
Databricks,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/databricks-at-infosys-4316906665?position=5&pageNum=40&refId=NUYMsbgaPjMvrr2CmKuMlQ%3D%3D&trackingId=lAEzDznVIxCeDHhUlyz6Ow%3D%3D,Full-time,Not disclosed,Data Analyst
Data Analyst -Credit Risk,Crisil,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-credit-risk-at-crisil-4314522337?position=6&pageNum=40&refId=NUYMsbgaPjMvrr2CmKuMlQ%3D%3D&trackingId=Z7%2BQcdaxq9LmXSwNAcX49w%3D%3D,Full-time,Not disclosed,Data Analyst
Senior Data Analyst (Remote - India),Jobgether,India,https://in.linkedin.com/jobs/view/senior-data-analyst-remote-india-at-jobgether-4311932890?position=7&pageNum=40&refId=NUYMsbgaPjMvrr2CmKuMlQ%3D%3D&trackingId=wBfzkapM7VAHFucaZmJyLA%3D%3D,Full-time,Not disclosed,Data Analyst
Online Data Analyst - Entry Level Position,TELUS Digital AI Data Solutions,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/online-data-analyst-entry-level-position-at-telus-digital-ai-data-solutions-4315142209?position=8&pageNum=40&refId=NUYMsbgaPjMvrr2CmKuMlQ%3D%3D&trackingId=PjltfJSDvTbp5BuMHjvbhA%3D%3D,Part-time,Not disclosed,Data Analyst
Data/Information Mgt Analyst,Citi,"Haryana, India",https://in.linkedin.com/jobs/view/data-information-mgt-analyst-at-citi-4314502420?position=9&pageNum=40&refId=NUYMsbgaPjMvrr2CmKuMlQ%3D%3D&trackingId=CMNY6Xy1EzKSJKu5tGcjbQ%3D%3D,Full-time,Not disclosed,Data Analyst
Senior Data Analyst (Remote - India),Jobgether,India,https://in.linkedin.com/jobs/view/senior-data-analyst-remote-india-at-jobgether-4311945060?position=10&pageNum=40&refId=NUYMsbgaPjMvrr2CmKuMlQ%3D%3D&trackingId=m6LlCIMW3t08dueiDcF55Q%3D%3D,Full-time,Not disclosed,Data Analyst
Online Data Analyst - Entry Level Position,TELUS Digital AI Data Solutions,"Maharashtra, India",https://in.linkedin.com/jobs/view/online-data-analyst-entry-level-position-at-telus-digital-ai-data-solutions-4315130971?position=1&pageNum=42&refId=gfxj7zWB%2BELXYe9mkpLE3w%3D%3D&trackingId=oPLMKR28mwViHUKCtPakuA%3D%3D,Part-time,Not disclosed,Data Analyst
Database/MS-SQL Developer (MS SQL) (Off Roll Hiring)-Mumbai,Crisil,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/database-ms-sql-developer-ms-sql-off-roll-hiring-mumbai-at-crisil-4314288178?position=2&pageNum=42&refId=gfxj7zWB%2BELXYe9mkpLE3w%3D%3D&trackingId=g3Fj6nY2ForC2ui%2FFNOBDA%3D%3D,Full-time,Not disclosed,Data Analyst
Research Analyst - 45426,Turing,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4318149147?position=3&pageNum=42&refId=gfxj7zWB%2BELXYe9mkpLE3w%3D%3D&trackingId=AoVTLCIUgreLiw1Xx7B4Lw%3D%3D,Contract,Not disclosed,Data Analyst
Senior Research Executive-Ecom CS,NielsenIQ,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/senior-research-executive-ecom-cs-at-nielseniq-4314025642?position=4&pageNum=42&refId=gfxj7zWB%2BELXYe9mkpLE3w%3D%3D&trackingId=oNMppTSPPjonDt%2BuAgozFA%3D%3D,Full-time,Not disclosed,Data Analyst
Tableau + Sql,Cognizant,"Bhubaneswar, Odisha, India",https://in.linkedin.com/jobs/view/tableau-%2B-sql-at-cognizant-4314532959?position=5&pageNum=42&refId=gfxj7zWB%2BELXYe9mkpLE3w%3D%3D&trackingId=xZmBIbaqvsl7oNTnO3376Q%3D%3D,Full-time,Not disclosed,Data Analyst
Research Analyst - 45426,Turing,"Delhi, India",https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4318136491?position=6&pageNum=42&refId=gfxj7zWB%2BELXYe9mkpLE3w%3D%3D&trackingId=3NRvL3io85erE6OAKMC%2Feg%3D%3D,Contract,Not disclosed,Data Analyst
Data Analyst Intern,Unified Mentor Private Limited,India,https://in.linkedin.com/jobs/view/data-analyst-intern-at-unified-mentor-private-limited-4317144867?position=7&pageNum=42&refId=gfxj7zWB%2BELXYe9mkpLE3w%3D%3D&trackingId=B%2B4lkgNzBtQ%2FL8e%2FkIgcPA%3D%3D,Internship,Not disclosed,Data Analyst
Palantir Foundry,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/palantir-foundry-at-infosys-4316437404?position=8&pageNum=42&refId=gfxj7zWB%2BELXYe9mkpLE3w%3D%3D&trackingId=tAJynIrSpV4CYKLxluhCSg%3D%3D,Full-time,Not disclosed,Data Analyst
E-commerce Data Analyst,Magma Consultancy,India,https://in.linkedin.com/jobs/view/e-commerce-data-analyst-at-magma-consultancy-4317879497?position=9&pageNum=42&refId=gfxj7zWB%2BELXYe9mkpLE3w%3D%3D&trackingId=PpeAQjvFBEy8AjLhHRhn0w%3D%3D,Full-time,Not disclosed,Data Analyst
Work from Home India,TELUS Digital,"Nagpur, Maharashtra, India",https://in.linkedin.com/jobs/view/work-from-home-india-at-telus-digital-4314606721?position=10&pageNum=42&refId=gfxj7zWB%2BELXYe9mkpLE3w%3D%3D&trackingId=M9G8XZS8ADLV6dncZg85lw%3D%3D,Part-time,Not disclosed,Data Analyst
Research Analyst - 45426,Turing,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4318151016?position=1&pageNum=45&refId=HamT%2BqXgYTfmFqYkC%2Blklw%3D%3D&trackingId=AwUjzLMorMdKZesnpslPHA%3D%3D,Contract,Not disclosed,Data Analyst
MIS Executive,Neuraleap Group,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/mis-executive-at-neuraleap-group-4314715246?position=2&pageNum=45&refId=HamT%2BqXgYTfmFqYkC%2Blklw%3D%3D&trackingId=ckarXKb%2FvLSAA3X25VNIqQ%3D%3D,Full-time,Not disclosed,Data Analyst
Research Analyst - 45426,Turing,"Delhi, India",https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4318129706?position=3&pageNum=45&refId=HamT%2BqXgYTfmFqYkC%2Blklw%3D%3D&trackingId=BhL1lCrMMkIi8muXeWXXiA%3D%3D,Contract,Not disclosed,Data Analyst
Database Developer - AVP,Deutsche Bank,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/database-developer-avp-at-deutsche-bank-4314831731?position=4&pageNum=45&refId=HamT%2BqXgYTfmFqYkC%2Blklw%3D%3D&trackingId=ljE8OCYi07iPsuyqf4rpaQ%3D%3D,Full-time,Not disclosed,Data Analyst
Analytics Analyst - Quality,Cummins India,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/analytics-analyst-quality-at-cummins-india-4304048094?position=5&pageNum=45&refId=HamT%2BqXgYTfmFqYkC%2Blklw%3D%3D&trackingId=QUVNKh8aPonJU%2Btf1L95Qw%3D%3D,Full-time,Not disclosed,Data Analyst
Power BI,Relevance Lab,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/power-bi-at-relevance-lab-4314761909?position=6&pageNum=45&refId=HamT%2BqXgYTfmFqYkC%2Blklw%3D%3D&trackingId=Ckyomo0Y7lqqEKg6UwKrLQ%3D%3D,Full-time,Not disclosed,Data Analyst
Sr. Data Analyst,EarnIn,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sr-data-analyst-at-earnin-4304136769?position=7&pageNum=45&refId=HamT%2BqXgYTfmFqYkC%2Blklw%3D%3D&trackingId=2KmO9zNuU9c39%2BlOYY8KsA%3D%3D,Full-time,Not disclosed,Data Analyst
"Analyst, Business Intelligence Reporting",Saks Global,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/analyst-business-intelligence-reporting-at-saks-global-4315240594?position=8&pageNum=45&refId=HamT%2BqXgYTfmFqYkC%2Blklw%3D%3D&trackingId=jEwWERouhuykMKUd%2BZAMgg%3D%3D,Full-time,Not disclosed,Data Analyst
Master Data Analyst,Rockwell Automation,"Delhi, India",https://in.linkedin.com/jobs/view/master-data-analyst-at-rockwell-automation-4317893316?position=9&pageNum=45&refId=HamT%2BqXgYTfmFqYkC%2Blklw%3D%3D&trackingId=nIdpEwzN0bWXA3z9V2MJYA%3D%3D,Full-time,Not disclosed,Data Analyst
Manager,EXL,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/manager-at-exl-4315147125?position=10&pageNum=45&refId=HamT%2BqXgYTfmFqYkC%2Blklw%3D%3D&trackingId=WMOCFO5W%2F5lyp4%2FaU%2BDp8w%3D%3D,Full-time,Not disclosed,Data Analyst
Associate Analyst IRC277111,GlobalLogic,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/associate-analyst-irc277111-at-globallogic-4306341220?position=1&pageNum=47&refId=63n6SPQITt%2FNtPBlpd0Orw%3D%3D&trackingId=ZcfuJ%2Fr3HwEGf1qFooO1Xw%3D%3D,Full-time,Not disclosed,Data Analyst
Data Engineer,Tata Consultancy Services,"Delhi, India",https://in.linkedin.com/jobs/view/data-engineer-at-tata-consultancy-services-4315581028?position=2&pageNum=47&refId=63n6SPQITt%2FNtPBlpd0Orw%3D%3D&trackingId=8ZjtlKFHXyY5BMwTMqsFaA%3D%3D,Full-time,Not disclosed,Data Analyst
Data Annotator (Autonomous Vehicles),Awign,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-annotator-autonomous-vehicles-at-awign-4313334576?position=3&pageNum=47&refId=63n6SPQITt%2FNtPBlpd0Orw%3D%3D&trackingId=YtTllVFeWFmKQ%2Bkx5assxg%3D%3D,Contract,Not disclosed,Data Analyst
Project Associate,PW (PhysicsWallah),"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/project-associate-at-pw-physicswallah-4314618493?position=4&pageNum=47&refId=63n6SPQITt%2FNtPBlpd0Orw%3D%3D&trackingId=FYkp17Xoifnnp1imChSMJg%3D%3D,Full-time,Not disclosed,Data Analyst
"Engineering Analyst, Payments",Google,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/engineering-analyst-payments-at-google-4303118074?position=5&pageNum=47&refId=63n6SPQITt%2FNtPBlpd0Orw%3D%3D&trackingId=gRVJJ4ziHt1X6dFudygR2g%3D%3D,Full-time,Not disclosed,Data Analyst
Reference Data Analyst,JPMorganChase,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/reference-data-analyst-at-jpmorganchase-4318195082?position=6&pageNum=47&refId=63n6SPQITt%2FNtPBlpd0Orw%3D%3D&trackingId=bX8GKvkmYidCFJdfG3e0rQ%3D%3D,Full-time,Not disclosed,Data Analyst
Internal analyst,EY,"Trivandrum, Kerala, India",https://in.linkedin.com/jobs/view/internal-analyst-at-ey-4316916052?position=7&pageNum=47&refId=63n6SPQITt%2FNtPBlpd0Orw%3D%3D&trackingId=TfwjBI2WwPqh54BifRFnGA%3D%3D,Full-time,Not disclosed,Data Analyst
"Lead Analyst, Material Master Data",Kenvue,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/lead-analyst-material-master-data-at-kenvue-4294038280?position=8&pageNum=47&refId=63n6SPQITt%2FNtPBlpd0Orw%3D%3D&trackingId=%2BmodADVwy%2BnlwOQRnHVRTA%3D%3D,Full-time,Not disclosed,Data Analyst
Data Engineer,Scouto AI,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-scouto-ai-4314596854?position=9&pageNum=47&refId=63n6SPQITt%2FNtPBlpd0Orw%3D%3D&trackingId=xzMhIC%2FtjVjrZMiqauIlCw%3D%3D,Full-time,Not disclosed,Data Analyst
Research Analyst - 45426,Turing,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4318131556?position=10&pageNum=47&refId=63n6SPQITt%2FNtPBlpd0Orw%3D%3D&trackingId=T0g%2FBumJsvXyIpldTD%2BpzQ%3D%3D,Contract,Not disclosed,Data Analyst
AI/ ML Engineer,Maieutic Semiconductors,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-maieutic-semiconductors-4316932453?position=1&pageNum=0&refId=JdvxeHSWsxpQ2NoYwpK3CA%3D%3D&trackingId=%2FoCjAGLJIhSI8CrjyTnf%2BQ%3D%3D,Full-time,Not disclosed,Deep Learning Engineer
Sony - Deep Learning Lead - Machine Learning,Sony India Software Centre,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sony-deep-learning-lead-machine-learning-at-sony-india-software-centre-4300505838?position=2&pageNum=0&refId=JdvxeHSWsxpQ2NoYwpK3CA%3D%3D&trackingId=QZqRviuljl5T3T1RsrqiOQ%3D%3D,Full-time,Not disclosed,Deep Learning Engineer
Software Engineer (AI/ML),Neilsoft Inc.,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/software-engineer-ai-ml-at-neilsoft-inc-4298725307?position=3&pageNum=0&refId=JdvxeHSWsxpQ2NoYwpK3CA%3D%3D&trackingId=9Bh5hU2%2Fkt33aTOHqzuSUQ%3D%3D,Full-time,Not disclosed,Deep Learning Engineer
Machine Learning Engineer,NeuIQ,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-neuiq-4311047524?position=4&pageNum=0&refId=JdvxeHSWsxpQ2NoYwpK3CA%3D%3D&trackingId=F1FU3FtUzC8FZrXJXZpoYQ%3D%3D,Full-time,Not disclosed,Deep Learning Engineer
Junior Deep Learning Engineer,Nanonets,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/junior-deep-learning-engineer-at-nanonets-4306807937?position=5&pageNum=0&refId=JdvxeHSWsxpQ2NoYwpK3CA%3D%3D&trackingId=my34KhQIfb3P4MmDqt9vEA%3D%3D,Full-time,Not disclosed,Deep Learning Engineer
Data Scientist,PwC Acceleration Center India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-pwc-acceleration-center-india-4292123178?position=6&pageNum=0&refId=JdvxeHSWsxpQ2NoYwpK3CA%3D%3D&trackingId=mG2pPSenJMbgfo6s%2FOCD%2BA%3D%3D,Full-time,Not disclosed,Deep Learning Engineer
ML Engineer,AbleCredit - GenAI Infra for BFSI,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/ml-engineer-at-ablecredit-genai-infra-for-bfsi-4052680289?position=7&pageNum=0&refId=JdvxeHSWsxpQ2NoYwpK3CA%3D%3D&trackingId=GAiuQjzqV8PT6EVSzmeZPg%3D%3D,Full-time,Not disclosed,Deep Learning Engineer
